"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"OTU_589"	"Geese"	"low"	"Geeselow"	-2.32539975188062	0	1.9536256781446	0.233928680350775	0.566900443722012	0.000295513838330203	0.0648948388973125	NA	"prevalence"	18	15
"OTU_361"	"Geese"	"high"	"Geesehigh"	-1.38629434780562	0	1.23991189469566	0.263541900850172	0.56732176934003	0.000917986372067278	0.0974567176836012	NA	"prevalence"	18	7
"OTU_2"	"Geese"	"low"	"Geeselow"	-1.55814459916696	0	2.02356433823224	0.441299875469682	0.706511389871757	0.000350509779515986	0.0699744978015551	NA	"prevalence"	18	17
"OTU_26"	"Geese"	"high"	"Geesehigh"	-1.55814459916696	0	2.02356433823225	0.441299875469682	0.706511389871757	0.000485446057880657	0.0710693028737281	NA	"prevalence"	18	17
"OTU_268"	"Geese"	"low"	"Geeselow"	-1.55814459916696	0	2.02356433823224	0.441299875469682	0.706511389871757	0.00086455399084941	0.0974567176836012	NA	"prevalence"	18	17
"OTU_41"	"Geese"	"high"	"Geesehigh"	-1.55814459916696	0	2.02356433823224	0.441299875469682	0.706511389871757	0.0000646698693800624	0.0236691721931029	NA	"prevalence"	18	13
"OTU_81"	"Geese"	"low"	"Geeselow"	-1.55814459916695	0	2.02356433823224	0.441299875469683	0.706511389871757	0.000608454552986493	0.0835103873973962	NA	"prevalence"	18	16
"OTU_125"	"Geese"	"high"	"Geesehigh"	-4.33073332140673	0	2.02356433823224	0.0323425624655712	0.341579191975099	0.000141774304986964	0.0345929304168191	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	11
"OTU_32"	"Geese"	"high"	"Geesehigh"	-2.94443896028685	0	1.9383788667248	0.128757111980886	0.448935872870522	0.0000872315312636651	0.0273657775221441	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	14
"OTU_34"	"Geese"	"high"	"Geesehigh"	-2.94443896028684	0	1.9383788667248	0.128757111980886	0.448935872870522	0.0000179811211971082	0.0136942809202417	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	13
"OTU_242"	"Geese"	"high"	"Geesehigh"	1.55814459916695	0	2.02356433823224	0.441299875469682	0.706511389871757	0.0000311800567400766	0.0136942809202417	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	16
"OTU_245"	"Geese"	"high"	"Geesehigh"	1.55814459916696	0	2.02356433823224	0.441299875469682	0.706511389871757	0.0000262264183428229	0.0136942809202417	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	14
"OTU_113"	"Geese"	"high"	"Geesehigh"	0.000000000000000352083899370084	0	2.51289181261959	1	1	0.000385481840362134	0.0705431767862705	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	17
"OTU_242"	"Geese"	"low"	"Geeselow"	0.000000000000000858346715576413	0	1.36930639376292	0.999999999999999	1	0.000446023699366638	0.0708373881412261	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	16
"OTU_72"	"Geese"	"high"	"Geesehigh"	0.000000000000000352083899370084	0	2.51289181261959	1	1	0.0000300613536811101	0.0136942809202417	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	18	17
"OTU_142"	"Geese"	"high"	"Geesehigh"	NA	0	NA	NA	NA	0.00108716398907793	0.0994755050006308	"All logistic values are the same"	"prevalence"	18	18
"OTU_1436"	"Geese"	"high"	"Geesehigh"	NA	0	NA	NA	NA	0.0000287147782942476	0.0136942809202417	"All logistic values are the same"	"prevalence"	18	18
"OTU_23"	"Geese"	"high"	"Geesehigh"	NA	0	NA	NA	NA	0.000139094083946301	0.0345929304168191	"All logistic values are the same"	"prevalence"	18	18
"OTU_269"	"Geese"	"low"	"Geeselow"	NA	0	NA	NA	NA	0.00101078124159049	0.0974567176836012	"All logistic values are the same"	"prevalence"	18	18
"OTU_6"	"Geese"	"high"	"Geesehigh"	NA	0	NA	NA	NA	0.000657364045054454	0.08491596723174	"All logistic values are the same"	"prevalence"	18	18
"OTU_87"	"Geese"	"high"	"Geesehigh"	NA	0	NA	NA	NA	0.000985062245131396	0.0974567176836012	"All logistic values are the same"	"prevalence"	18	18
