"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"OTU_129"	"Geese"	"high"	"Geesehigh"	3.28621868388315	-0.122975517760526	0.40815420613741	0.000000514864038070328	0.000270843480946002	0.000000514864038070328	0.000166645402123263	NA	"abundance"	18	18
"OTU_149"	"Geese"	"high"	"Geesehigh"	2.27175563897329	-0.122975517760526	0.280533858785432	0.000000414044287744275	0.000270843480946002	0.000000414044287744275	0.000166645402123263	NA	"abundance"	18	18
"OTU_193"	"Geese"	"high"	"Geesehigh"	3.85987981994963	-0.122975517760526	0.457760125549076	0.000000518517321745904	0.000270843480946002	0.000000518517321745904	0.000166645402123263	NA	"abundance"	18	17
"OTU_280"	"Geese"	"high"	"Geesehigh"	3.70910623902319	-0.122975517760526	0.448182721209862	0.000000388533206274744	0.000270843480946002	0.000000388533206274744	0.000166645402123263	NA	"abundance"	18	18
"OTU_292"	"Geese"	"high"	"Geesehigh"	4.49499943056939	-0.122975517760526	0.529327420103641	0.000000505109391424341	0.000270843480946002	0.000000505109391424341	0.000166645402123263	NA	"abundance"	18	17
"OTU_2949"	"Geese"	"high"	"Geesehigh"	2.67135977377134	-0.122975517760526	0.328845660405043	0.00000042713804671024	0.000270843480946002	0.00000042713804671024	0.000166645402123263	NA	"abundance"	18	18
"OTU_4477"	"Geese"	"high"	"Geesehigh"	-3.73551412339809	-0.122975517760526	0.430441435197497	0.000000488403794740577	0.000270843480946002	0.000000488403794740577	0.000166645402123263	NA	"abundance"	18	18
"OTU_547"	"Geese"	"high"	"Geesehigh"	4.67831193679827	-0.122975517760526	0.448284052112564	0.000000378368051556777	0.000270843480946002	0.000000378368051556777	0.000166645402123263	NA	"abundance"	18	14
"OTU_5986"	"Geese"	"high"	"Geesehigh"	-4.4398679139452	-0.122975517760526	0.505177118888775	0.000000387831085801871	0.000270843480946002	0.000000387831085801871	0.000166645402123263	NA	"abundance"	18	18
"OTU_661"	"Geese"	"high"	"Geesehigh"	4.23350599180147	-0.122975517760526	0.385057742794419	0.000000519924411523931	0.000270843480946002	0.000000519924411523931	0.000166645402123263	NA	"abundance"	18	13
"OTU_83"	"Geese"	"high"	"Geesehigh"	2.79532978769926	-0.122975517760526	0.345394356099178	0.00000045788015212711	0.000270843480946002	0.00000045788015212711	0.000166645402123263	NA	"abundance"	18	18
"OTU_225"	"Geese"	"high"	"Geesehigh"	3.25219483546826	-0.122975517760526	0.405384450123618	0.000000544785988321195	0.000274008566401826	0.000000544785988321195	0.000168377783676129	NA	"abundance"	18	18
"OTU_396"	"Geese"	"high"	"Geesehigh"	1.78443604058609	-0.122975517760526	0.231054811653947	0.000000659451834694735	0.00032062548202858	0.000000659451834694735	0.000190229872581608	NA	"abundance"	18	18
"OTU_536"	"Geese"	"high"	"Geesehigh"	3.3390515699675	-0.122975517760526	0.407062715013417	0.000000694227402231462	0.000326645189966068	0.000000694227402231462	0.000193801417384228	NA	"abundance"	18	17
"OTU_50"	"Geese"	"high"	"Geesehigh"	3.80381025487495	-0.122975517760526	0.486622762243526	0.000000794013189753251	0.000361921137054404	0.000000794013189753251	0.000214730942003895	NA	"abundance"	18	18
"OTU_2416"	"Geese"	"high"	"Geesehigh"	-3.4037985829491	-0.122975517760526	0.413911759991984	0.000000999295772019515	0.000441688731232626	0.000000999295772019515	0.000262057745789603	NA	"abundance"	18	18
"OTU_2453"	"Geese"	"low"	"Geeselow"	2.43658957359285	-0.0832408318611617	0.244514911234963	0.00000123918748951013	0.000502077464499854	0.00000123918748951013	0.00030639795812059	NA	"abundance"	18	13
"OTU_594"	"Geese"	"high"	"Geesehigh"	1.6602130167523	-0.122975517760526	0.227093469342563	0.00000122333910157479	0.000502077464499854	0.00000122333910157479	0.00030639795812059	NA	"abundance"	18	18
"OTU_6208"	"Geese"	"high"	"Geesehigh"	2.62287874989237	-0.122975517760526	0.239203051476318	0.00000118465339216112	0.000502077464499854	0.00000236930538091857	0.000429120524596765	NA	"abundance"	18	12
"OTU_152"	"Geese"	"high"	"Geesehigh"	3.39039518093838	-0.122975517760526	0.45294526319389	0.00000129865882758651	0.00051195236916694	0.00000129865882758651	0.000312183152609268	NA	"abundance"	18	18
"OTU_350"	"Geese"	"high"	"Geesehigh"	-4.65478082212219	-0.122975517760526	0.566737128116851	0.00000139158279832685	0.000520451966574242	0.00000139158279832685	0.000316914672018962	NA	"abundance"	18	17
"OTU_604"	"Geese"	"high"	"Geesehigh"	1.93266499644782	-0.122975517760526	0.265294096037523	0.00000138958259010558	0.000520451966574242	0.00000138958259010558	0.000316914672018962	NA	"abundance"	18	18
"OTU_7"	"Geese"	"high"	"Geesehigh"	0.873530135965921	-0.122975517760526	0.126244999933606	0.0000014449049046128	0.000526884573467057	0.0000014449049046128	0.000320620693449209	NA	"abundance"	18	18
"OTU_791"	"Geese"	"high"	"Geesehigh"	4.82025983848891	-0.122975517760526	0.596091696335625	0.00000151797837988354	0.000540030064609302	0.00000151797837988354	0.000328414622487805	NA	"abundance"	18	16
"OTU_3743"	"Geese"	"high"	"Geesehigh"	2.70605919769576	-0.122975517760526	0.374550387886919	0.00000182517049907016	0.000633855640462795	0.00000182517049907016	0.000385244524364712	NA	"abundance"	18	18
"OTU_1143"	"Geese"	"high"	"Geesehigh"	2.91274433570626	-0.122975517760526	0.37555179508536	0.00000205911551143245	0.000653935287238281	0.00000411822678290821	0.00056356372509613	NA	"abundance"	18	16
"OTU_147"	"Geese"	"low"	"Geeselow"	2.57188294173859	-0.0832408318611617	0.355876571723402	0.00000204150962079819	0.000653935287238281	0.00000204150962079819	0.000405621166755425	NA	"abundance"	18	18
"OTU_324"	"Geese"	"high"	"Geesehigh"	3.39686290508415	-0.122975517760526	0.469782809766702	0.00000196638022054163	0.000653935287238281	0.00000196638022054163	0.000405167962584935	NA	"abundance"	18	18
"OTU_370"	"Geese"	"high"	"Geesehigh"	-5.53370541098669	-0.122975517760526	0.599139545017589	0.00000206232162436315	0.000653935287238281	0.00000206232162436315	0.000405621166755425	NA	"abundance"	18	14
"OTU_366"	"Geese"	"high"	"Geesehigh"	2.42414774802857	-0.122975517760526	0.34235716746403	0.00000218649227301526	0.0006785569424298	0.00000218649227301526	0.000420486758459424	NA	"abundance"	18	18
"OTU_1218"	"Geese"	"high"	"Geesehigh"	3.32930467432096	-0.122975517760526	0.472134822110066	0.00000262651130222835	0.000701802540335504	0.00000262651130222835	0.000430995537489378	NA	"abundance"	18	18
"OTU_1286"	"Geese"	"high"	"Geesehigh"	-3.20615012474576	-0.122975517760526	0.402502423263315	0.0000023272088947035	0.000701802540335504	0.0000023272088947035	0.000429120524596765	NA	"abundance"	18	17
"OTU_1645"	"Geese"	"high"	"Geesehigh"	2.65538568736974	-0.122975517760526	0.377183966394145	0.00000242973257513768	0.000701802540335504	0.00000242973257513768	0.000429120524596765	NA	"abundance"	18	18
"OTU_18"	"Geese"	"high"	"Geesehigh"	3.03043748496645	-0.122975517760526	0.433309913368234	0.00000277607481624642	0.000701802540335504	0.00000277607481624642	0.000430995537489378	NA	"abundance"	18	18
"OTU_292"	"Geese"	"low"	"Geeselow"	3.91814266475434	-0.0832408318611617	0.529327420103641	0.00000265397294463288	0.000701802540335504	0.00000265397294463288	0.000430995537489378	NA	"abundance"	18	17
"OTU_4942"	"Geese"	"high"	"Geesehigh"	1.92129560992891	-0.122975517760526	0.279869344758329	0.00000278879671034016	0.000701802540335504	0.00000278879671034016	0.000430995537489378	NA	"abundance"	18	18
"OTU_56"	"Geese"	"high"	"Geesehigh"	2.26020144434835	-0.122975517760526	0.327352333255935	0.0000028387734731794	0.000701802540335504	0.0000028387734731794	0.000430995537489378	NA	"abundance"	18	18
"OTU_560"	"Geese"	"high"	"Geesehigh"	-3.9502904938242	-0.122975517760526	0.523945296420005	0.0000026326244234598	0.000701802540335504	0.0000026326244234598	0.000430995537489378	NA	"abundance"	18	18
"OTU_61"	"Geese"	"high"	"Geesehigh"	1.14126088416418	-0.122975517760526	0.171792655278653	0.00000279917925471995	0.000701802540335504	0.00000279917925471995	0.000430995537489378	NA	"abundance"	18	18
"OTU_6150"	"Geese"	"high"	"Geesehigh"	3.71647578716478	-0.122975517760526	0.522100854449879	0.00000242784588744271	0.000701802540335504	0.00000242784588744271	0.000429120524596765	NA	"abundance"	18	18
"OTU_765"	"Geese"	"high"	"Geesehigh"	-4.63722695020807	-0.122975517760526	0.572029507649356	0.00000264328740406938	0.000701802540335504	0.00000264328740406938	0.000430995537489378	NA	"abundance"	18	16
"OTU_964"	"Geese"	"high"	"Geesehigh"	1.61555637475475	-0.122975517760526	0.228674520278957	0.00000270245183164874	0.000701802540335504	0.00000540489636005159	0.000648111589701382	NA	"abundance"	18	17
"OTU_493"	"Geese"	"low"	"Geeselow"	1.77786587627254	-0.0832408318611617	0.256694060632966	0.00000296122843390645	0.000719874632282658	0.00000296122843390645	0.000441835704603904	NA	"abundance"	18	18
"OTU_285"	"Geese"	"high"	"Geesehigh"	4.40512770026267	-0.122975517760526	0.632038747163354	0.00000329796707787544	0.000788592586850675	0.00000329796707787544	0.00048373910325312	NA	"abundance"	18	18
"OTU_1001"	"Geese"	"high"	"Geesehigh"	2.00409123151261	-0.122975517760526	0.295727883415966	0.00000337029438890468	0.000792888934783285	0.00000337029438890468	0.000486108794026352	NA	"abundance"	18	18
"OTU_661"	"Geese"	"low"	"Geeselow"	3.70848355487272	-0.0832408318611617	0.415909897494142	0.00000374246455048244	0.000866469649735505	0.00000374246455048244	0.000530939151145492	NA	"abundance"	18	13
"OTU_3513"	"Geese"	"high"	"Geesehigh"	2.82585114842964	-0.122975517760526	0.419901334095673	0.00000423291450557528	0.000935474105732137	0.00000423291450557528	0.00056356372509613	NA	"abundance"	18	18
"OTU_493"	"Geese"	"high"	"Geesehigh"	1.69219396586657	-0.122975517760526	0.256694060632966	0.00000419054615585779	0.000935474105732137	0.00000419054615585779	0.00056356372509613	NA	"abundance"	18	18
"OTU_90"	"Geese"	"high"	"Geesehigh"	2.17337702091248	-0.122975517760526	0.325820703638842	0.00000422988946580105	0.000935474105732137	0.00000422988946580105	0.00056356372509613	NA	"abundance"	18	18
"OTU_605"	"Geese"	"high"	"Geesehigh"	2.27024570745132	-0.122975517760526	0.341030730183215	0.0000043648864065382	0.000950242285459198	0.0000043648864065382	0.000572329196396691	NA	"abundance"	18	18
"OTU_277"	"Geese"	"high"	"Geesehigh"	-2.0487598317293	-0.122975517760526	0.274670196314642	0.00000450788910111299	0.000957446579478257	0.00000450788910111299	0.000576415182787618	NA	"abundance"	18	18
"OTU_482"	"Geese"	"low"	"Geeselow"	3.27131998419072	-0.0832408318611617	0.480982979021569	0.00000452926189387082	0.000957446579478257	0.00000452926189387082	0.000576415182787618	NA	"abundance"	18	18
"OTU_226"	"Geese"	"high"	"Geesehigh"	2.05211846333925	-0.122975517760526	0.313174144733517	0.00000488812743437705	0.00101854609654034	0.00000488812743437705	0.000613070359668102	NA	"abundance"	18	18
"OTU_553"	"Geese"	"high"	"Geesehigh"	2.71026199577683	-0.122975517760526	0.409289751051658	0.00000497566851254128	0.00102218452005531	0.00000497566851254128	0.000615134790107603	NA	"abundance"	18	18
"OTU_4683"	"Geese"	"high"	"Geesehigh"	2.79540292136736	-0.122975517760526	0.410818657489512	0.00000545410291874493	0.00109236834381608	0.00000545410291874493	0.000648111589701382	NA	"abundance"	18	17
"OTU_84"	"Geese"	"high"	"Geesehigh"	2.35941533749385	-0.122975517760526	0.360749024551596	0.00000546708412851871	0.00109236834381608	0.00000546708412851871	0.000648111589701382	NA	"abundance"	18	18
"OTU_269"	"Geese"	"high"	"Geesehigh"	2.36352066254333	-0.122975517760526	0.366214608165345	0.00000635238478119415	0.00125210654619592	0.00000635238478119415	0.000742885647249381	NA	"abundance"	18	18
"OTU_156"	"Geese"	"low"	"Geeselow"	2.31460360939422	-0.0832408318611617	0.354935859942678	0.00000662577183940805	0.00126903909601404	0.00000662577183940805	0.000752931875559133	NA	"abundance"	18	18
"OTU_18"	"Geese"	"low"	"Geeselow"	2.84013100281588	-0.0832408318611617	0.433309913368234	0.00000668094711486766	0.00126903909601404	0.00000668094711486766	0.000752931875559133	NA	"abundance"	18	18
"OTU_526"	"Geese"	"high"	"Geesehigh"	3.38092780677712	-0.122975517760526	0.502633484001762	0.00000669930141183883	0.00126903909601404	0.00000669930141183883	0.000752931875559133	NA	"abundance"	18	17
"OTU_3842"	"Geese"	"high"	"Geesehigh"	4.01114491934488	-0.122975517760526	0.572020704953315	0.00000678877275495093	0.00126950050517582	0.00000678877275495093	0.000753205633606992	NA	"abundance"	18	16
"OTU_2718"	"Geese"	"high"	"Geesehigh"	2.78268690099862	-0.122975517760526	0.282894369228714	0.00000720058719849703	0.00132946537819339	0.00000720058719849703	0.000788783311592321	NA	"abundance"	18	11
"OTU_323"	"Geese"	"high"	"Geesehigh"	-4.43339509725713	-0.122975517760526	0.62440442870596	0.00000740309315760967	0.00134793950064794	0.00000740309315760967	0.000799744168285155	NA	"abundance"	18	17
"OTU_801"	"Geese"	"high"	"Geesehigh"	4.21838458817599	-0.122975517760526	0.606439823994175	0.00000748547234008523	0.00134793950064794	0.00000748547234008523	0.000799744168285155	NA	"abundance"	18	16
"OTU_2119"	"Geese"	"low"	"Geeselow"	3.77199992291669	-0.0832408318611617	0.580898812587891	0.00000798619592934369	0.00140345366054707	0.00000798619592934369	0.00083268119966916	NA	"abundance"	18	18
"OTU_591"	"Geese"	"high"	"Geesehigh"	2.8183128299601	-0.122975517760526	0.442504903933873	0.00000793440037893944	0.00140345366054707	0.00000793440037893944	0.00083268119966916	NA	"abundance"	18	18
"OTU_177"	"Geese"	"high"	"Geesehigh"	3.05860420862918	-0.122975517760526	0.480419325804977	0.00000826185766700238	0.00143461257060591	0.00000826185766700238	0.000851168050598079	NA	"abundance"	18	18
"OTU_586"	"Geese"	"high"	"Geesehigh"	3.67636056693445	-0.122975517760526	0.537462899450431	0.00000857549016708425	0.00145444301833827	0.0000171509067951369	0.00137429580930662	NA	"abundance"	18	16
"OTU_95"	"Geese"	"high"	"Geesehigh"	1.41753372781607	-0.122975517760526	0.231418395064439	0.00000856460944520521	0.00145444301833827	0.00000856460944520521	0.00087197800163301	NA	"abundance"	18	18
"OTU_321"	"Geese"	"high"	"Geesehigh"	2.70569250916802	-0.122975517760526	0.429452512607146	0.00000888212355554252	0.00148913395610509	0.00000888212355554252	0.000893789502903081	NA	"abundance"	18	18
"OTU_104"	"Geese"	"high"	"Geesehigh"	2.51120567639845	-0.122975517760526	0.388157524126474	0.00000907572072506024	0.00150339028492699	0.00000907572072506024	0.000901996648562681	NA	"abundance"	18	17
"OTU_152"	"Geese"	"low"	"Geeselow"	2.88767250763659	-0.0832408318611617	0.45294526319389	0.00000925535242346509	0.00150339028492699	0.00000925535242346509	0.000901996648562681	NA	"abundance"	18	18
"OTU_353"	"Geese"	"low"	"Geeselow"	2.60877175853257	-0.0832408318611617	0.410944261373112	0.00000927636950798227	0.00150339028492699	0.00000927636950798227	0.000901996648562681	NA	"abundance"	18	18
"OTU_2201"	"Geese"	"high"	"Geesehigh"	3.8315300240404	-0.122975517760526	0.606240256198913	0.00000976463557700313	0.00156513158819965	0.00000976463557700313	0.000938923958704279	NA	"abundance"	18	18
"OTU_477"	"Geese"	"high"	"Geesehigh"	-3.46835732921573	-0.122975517760526	0.514518956330389	0.0000101700585471987	0.00161239645618956	0.0000101700585471987	0.000967161391950079	NA	"abundance"	18	18
"OTU_346"	"Geese"	"high"	"Geesehigh"	-3.7100060771275	-0.122975517760526	0.535817474479712	0.0000104005603274171	0.00163121046167426	0.0000208010124831791	0.00154096129612741	NA	"abundance"	18	17
"OTU_303"	"Geese"	"high"	"Geesehigh"	-4.54133131056481	-0.122975517760526	0.68175976373282	0.000010530384910945	0.00163400206713877	0.000010530384910945	0.000990542945862157	NA	"abundance"	18	18
"OTU_3506"	"Geese"	"high"	"Geesehigh"	3.149084333613	-0.122975517760526	0.506218277992408	0.0000109529327857461	0.00167210337781554	0.0000109529327857461	0.00101318134602629	NA	"abundance"	18	18
"OTU_765"	"Geese"	"low"	"Geeselow"	-3.61322169526224	-0.0832408318611617	0.511638745695878	0.0000110052052838538	0.00167210337781554	0.0000110052052838538	0.00101318134602629	NA	"abundance"	18	16
"OTU_124"	"Geese"	"high"	"Geesehigh"	0.945638285502964	-0.122975517760526	0.163947479181138	0.0000116473823429386	0.00173355835565411	0.0000116473823429386	0.00104996298745615	NA	"abundance"	18	18
"OTU_36"	"Geese"	"high"	"Geesehigh"	-2.50192950881607	-0.122975517760526	0.369398386818606	0.000011580247213594	0.00173355835565411	0.000011580247213594	0.00104996298745615	NA	"abundance"	18	18
"OTU_2116"	"Geese"	"low"	"Geeselow"	1.37532677663099	-0.0832408318611617	0.181009992865112	0.0000117744427579058	0.00173476789966479	0.0000117744427579058	0.0010504745116177	NA	"abundance"	18	13
"OTU_283"	"Geese"	"high"	"Geesehigh"	-4.50733512938044	-0.122975517760526	0.667815839699417	0.000012780454864636	0.0018641571465558	0.0000255607463892454	0.00182812148142587	NA	"abundance"	18	17
"OTU_15"	"Geese"	"high"	"Geesehigh"	1.18603280603018	-0.122975517760526	0.204705521540184	0.0000134961850635218	0.00191727395149713	0.0000134961850635218	0.00117166128064883	NA	"abundance"	18	18
"OTU_502"	"Geese"	"high"	"Geesehigh"	1.46026101078296	-0.122975517760526	0.24795790649119	0.0000133354724348722	0.00191727395149713	0.0000133354724348722	0.00117166128064883	NA	"abundance"	18	18
"OTU_57"	"Geese"	"high"	"Geesehigh"	1.19205984618954	-0.122975517760526	0.20540778254082	0.000013538956328274	0.00191727395149713	0.000013538956328274	0.00117166128064883	NA	"abundance"	18	18
"OTU_193"	"Geese"	"low"	"Geeselow"	2.90056270176826	-0.0832408318611617	0.457760125549076	0.0000137558917803204	0.00192926382218994	0.0000137558917803204	0.00117864839076132	NA	"abundance"	18	17
"OTU_140"	"Geese"	"high"	"Geesehigh"	3.18342589273152	-0.122975517760526	0.527540071688596	0.0000154591681892358	0.00206869199273571	0.0000154591681892358	0.0012988703059189	NA	"abundance"	18	18
"OTU_3408"	"Geese"	"high"	"Geesehigh"	-3.97764112346375	-0.122975517760526	0.596663201564681	0.0000150490073526077	0.00206869199273571	0.0000300977882325931	0.00202802689781888	NA	"abundance"	18	17
"OTU_5355"	"Geese"	"high"	"Geesehigh"	-3.21431237198418	-0.122975517760526	0.478291600386729	0.0000151835840802583	0.00206869199273571	0.0000303669376192912	0.00202802689781888	NA	"abundance"	18	17
"OTU_820"	"Geese"	"high"	"Geesehigh"	3.10783076586925	-0.122975517760526	0.500013852420894	0.0000152325805822251	0.00206869199273571	0.000030464929132939	0.00202802689781888	NA	"abundance"	18	17
"OTU_893"	"Geese"	"high"	"Geesehigh"	2.93050627973928	-0.122975517760526	0.487072962494854	0.000015394189665896	0.00206869199273571	0.000015394189665896	0.0012988703059189	NA	"abundance"	18	18
"OTU_234"	"Geese"	"low"	"Geeselow"	-2.39670975243328	-0.0832408318611617	0.370426823683106	0.0000159923229501313	0.00212058202318741	0.0000159923229501313	0.0013307457962542	NA	"abundance"	18	18
"OTU_299"	"Geese"	"high"	"Geesehigh"	1.98569724172889	-0.122975517760526	0.337881246456489	0.0000165632545708894	0.00217650118172065	0.0000165632545708894	0.00136512766720454	NA	"abundance"	18	18
"OTU_429"	"Geese"	"high"	"Geesehigh"	3.01751833605869	-0.122975517760526	0.491562794896703	0.0000170955921385829	0.00220669298171124	0.0000170955921385829	0.00137429580930662	NA	"abundance"	18	17
"OTU_525"	"Geese"	"low"	"Geeselow"	1.53580808710612	-0.0832408318611617	0.260144916433003	0.0000169756139549726	0.00220669298171124	0.0000169756139549726	0.00137429580930662	NA	"abundance"	18	18
"OTU_432"	"Geese"	"high"	"Geesehigh"	1.10226677236925	-0.122975517760526	0.195622046033031	0.0000174836392146105	0.00221753357899399	0.0000174836392146105	0.00137548557966581	NA	"abundance"	18	18
"OTU_936"	"Geese"	"high"	"Geesehigh"	5.16410853756377	-0.122975517760526	0.690591953128587	0.0000174077598379396	0.00221753357899399	0.0000174077598379396	0.00137548557966581	NA	"abundance"	18	13
"OTU_141"	"Geese"	"high"	"Geesehigh"	-3.03713862684362	-0.122975517760526	0.470996523348491	0.0000178256505987129	0.00222226444130621	0.0000178256505987129	0.00137734982393983	NA	"abundance"	18	18
"OTU_497"	"Geese"	"high"	"Geesehigh"	-3.06136096764774	-0.122975517760526	0.42805571720484	0.0000177666214870031	0.00222226444130621	0.0000177666214870031	0.00137734982393983	NA	"abundance"	18	15
"OTU_4403"	"Geese"	"high"	"Geesehigh"	2.79295868743794	-0.122975517760526	0.475680721434684	0.000019475839892813	0.00237313139371177	0.000019475839892813	0.00146921675325464	NA	"abundance"	18	18
"OTU_448"	"Geese"	"high"	"Geesehigh"	2.97512238360407	-0.122975517760526	0.505074633821098	0.0000195239110959422	0.00237313139371177	0.0000195239110959422	0.00146921675325464	NA	"abundance"	18	18
"OTU_700"	"Geese"	"high"	"Geesehigh"	2.16418360514594	-0.122975517760526	0.371874504600979	0.000019201685864001	0.00237313139371177	0.000019201685864001	0.00146921675325464	NA	"abundance"	18	18
"OTU_528"	"Geese"	"high"	"Geesehigh"	-3.12526311790689	-0.122975517760526	0.444553911789002	0.0000208334263516186	0.00251137484929511	0.0000208334263516186	0.00154096129612741	NA	"abundance"	18	15
"OTU_1115"	"Geese"	"high"	"Geesehigh"	3.3413331460302	-0.122975517760526	0.536921138335038	0.0000219613056166024	0.00260976050504206	0.0000219613056166024	0.00160346806761642	NA	"abundance"	18	16
"OTU_208"	"Geese"	"high"	"Geesehigh"	2.4791588673761	-0.122975517760526	0.428486371210817	0.0000220490755773461	0.00260976050504206	0.0000220490755773461	0.00160346806761642	NA	"abundance"	18	18
"OTU_6052"	"Geese"	"high"	"Geesehigh"	-4.82924377428678	-0.122975517760526	0.755378201721368	0.0000221863638163455	0.00260976050504206	0.0000443722353979517	0.00262454235088839	NA	"abundance"	18	17
"OTU_482"	"Geese"	"high"	"Geesehigh"	2.76717791311421	-0.122975517760526	0.480982979021568	0.0000245278504857893	0.00286210581748578	0.0000245278504857893	0.00176886681753351	NA	"abundance"	18	18
"OTU_1671"	"Geese"	"high"	"Geesehigh"	-2.09533049052867	-0.122975517760526	0.309327580342079	0.0000254882594117323	0.00295056945856767	0.0000509758691720967	0.00280984185869634	NA	"abundance"	18	16
"OTU_766"	"Geese"	"high"	"Geesehigh"	2.95327817213321	-0.122975517760526	0.516512956531956	0.0000270337574472812	0.00308058114160972	0.0000270337574472812	0.00190203363372985	NA	"abundance"	18	18
"OTU_810"	"Geese"	"high"	"Geesehigh"	2.83384623889724	-0.122975517760526	0.482676693857299	0.0000268784735184546	0.00308058114160972	0.0000268784735184546	0.00190203363372985	NA	"abundance"	18	17
"OTU_779"	"Geese"	"high"	"Geesehigh"	1.70204870345249	-0.122975517760526	0.29802996605684	0.0000279780257945728	0.00316346887007471	0.0000559552688192182	0.00295266400220435	NA	"abundance"	18	17
"OTU_63"	"Geese"	"high"	"Geesehigh"	1.90466653408124	-0.122975517760526	0.342644813184634	0.0000292368363643547	0.0032803730400806	0.0000292368363643547	0.00202802689781888	NA	"abundance"	18	18
"OTU_1462"	"Geese"	"high"	"Geesehigh"	2.61545552161344	-0.122975517760526	0.420675829136744	0.0000296589625207178	0.00330233303303198	0.0000296589625207178	0.00202802689781888	NA	"abundance"	18	15
"OTU_43"	"Geese"	"high"	"Geesehigh"	2.21136825468074	-0.122975517760526	0.395545997886175	0.0000300257309446827	0.00331784326938744	0.0000300257309446827	0.00202802689781888	NA	"abundance"	18	18
"OTU_267"	"Geese"	"high"	"Geesehigh"	-2.59876813103114	-0.122975517760526	0.420180642383074	0.0000304641501974734	0.00334097815624321	0.0000304641501974734	0.00202802689781888	NA	"abundance"	18	18
